time_from_creep_onset_s,stress_Pa,strain_frac
1.020000000000000000e+02,2.688000000000000000e+08,9.263118339254645950e-02
1.030000000000000000e+02,2.688000000000000000e+08,9.265508602116261094e-02
1.040000000000000000e+02,2.688000000000000000e+08,9.267875770289636661e-02
1.050000000000000000e+02,2.688000000000000000e+08,9.270220285788592640e-02
1.060000000000000000e+02,2.688000000000000000e+08,9.272542578057457741e-02
1.070000000000000000e+02,2.688000000000000000e+08,9.274843064443168139e-02
1.080000000000000000e+02,2.688000000000000000e+08,9.277122150645433774e-02
1.090000000000000000e+02,2.688000000000000000e+08,9.279380231146140690e-02
1.100000000000000000e+02,2.688000000000000000e+08,9.281617689619142686e-02
1.110000000000000000e+02,2.688000000000000000e+08,9.283834899321523337e-02
1.120000000000000000e+02,2.688000000000000000e+08,9.286032223467298452e-02
1.130000000000000000e+02,2.688000000000000000e+08,9.288210015584524859e-02
1.140000000000000000e+02,2.688000000000000000e+08,9.290368619856652355e-02
1.150000000000000000e+02,2.688000000000000000e+08,9.292508371448997273e-02
1.160000000000000000e+02,2.688000000000000000e+08,9.294629596821060713e-02
1.170000000000000000e+02,2.688000000000000000e+08,9.296732614025451924e-02
1.180000000000000000e+02,2.688000000000000000e+08,9.298817732994088536e-02
1.190000000000000000e+02,2.688000000000000000e+08,9.300885255812324504e-02
1.200000000000000000e+02,2.688000000000000000e+08,9.302935476981602503e-02
1.210000000000000000e+02,2.688000000000000000e+08,9.304968683671202556e-02
1.220000000000000000e+02,2.688000000000000000e+08,9.306985155959647538e-02
1.230000000000000000e+02,2.688000000000000000e+08,9.308985167066242961e-02
1.240000000000000000e+02,2.688000000000000000e+08,9.310968983573233992e-02
1.250000000000000000e+02,2.688000000000000000e+08,9.312936865639065420e-02
1.260000000000000000e+02,2.688000000000000000e+08,9.314889067203113715e-02
1.270000000000000000e+02,2.688000000000000000e+08,9.316825836182354714e-02
1.280000000000000000e+02,2.688000000000000000e+08,9.318747414660305539e-02
1.290000000000000000e+02,2.688000000000000000e+08,9.320654039068611285e-02
1.300000000000000000e+02,2.688000000000000000e+08,9.322545940361617878e-02
1.310000000000000000e+02,2.688000000000000000e+08,9.324423344184282203e-02
1.320000000000000000e+02,2.688000000000000000e+08,9.326286471033660985e-02
1.330000000000000000e+02,2.688000000000000000e+08,9.328135536414329521e-02
1.340000000000000000e+02,2.688000000000000000e+08,9.329970750987973127e-02
1.350000000000000000e+02,2.688000000000000000e+08,9.331792320717414990e-02
1.360000000000000000e+02,2.688000000000000000e+08,9.333600447005332978e-02
1.370000000000000000e+02,2.688000000000000000e+08,9.335395326827891638e-02
1.380000000000000000e+02,2.688000000000000000e+08,9.337177152863515572e-02
1.390000000000000000e+02,2.688000000000000000e+08,9.338946113617019318e-02
1.400000000000000000e+02,2.688000000000000000e+08,9.340702393539279669e-02
1.410000000000000000e+02,2.688000000000000000e+08,9.342446173142651689e-02
1.420000000000000000e+02,2.688000000000000000e+08,9.344177629112308814e-02
1.430000000000000000e+02,2.688000000000000000e+08,9.345896934413679136e-02
1.440000000000000000e+02,2.688000000000000000e+08,9.347604258396120802e-02
1.450000000000000000e+02,2.688000000000000000e+08,9.349299766893041930e-02
1.460000000000000000e+02,2.688000000000000000e+08,9.350983622318542743e-02
1.470000000000000000e+02,2.688000000000000000e+08,9.352655983760790881e-02
1.480000000000000000e+02,2.688000000000000000e+08,9.354317007072208978e-02
1.490000000000000000e+02,2.688000000000000000e+08,9.355966844956638273e-02
1.500000000000000000e+02,2.688000000000000000e+08,9.357605647053583720e-02
1.510000000000000000e+02,2.688000000000000000e+08,9.359233560019657172e-02
1.520000000000000000e+02,2.688000000000000000e+08,9.360850727607339383e-02
1.530000000000000000e+02,2.688000000000000000e+08,9.362457290741148241e-02
1.540000000000000000e+02,2.688000000000000000e+08,9.364053387591340927e-02
1.550000000000000000e+02,2.688000000000000000e+08,9.365639153645215209e-02
1.560000000000000000e+02,2.688000000000000000e+08,9.367214721776137565e-02
1.570000000000000000e+02,2.688000000000000000e+08,9.368780222310336969e-02
1.580000000000000000e+02,2.688000000000000000e+08,9.370335783091608695e-02
1.590000000000000000e+02,2.688000000000000000e+08,9.371881529543957257e-02
1.600000000000000000e+02,2.688000000000000000e+08,9.373417584732286756e-02
1.610000000000000000e+02,2.688000000000000000e+08,9.374944069421192738e-02
1.620000000000000000e+02,2.688000000000000000e+08,9.376461102131933290e-02
1.630000000000000000e+02,2.688000000000000000e+08,9.377968799197657079e-02
1.640000000000000000e+02,2.688000000000000000e+08,9.379467274816929989e-02
1.650000000000000000e+02,2.688000000000000000e+08,9.380956641105642202e-02
1.660000000000000000e+02,2.688000000000000000e+08,9.382437008147354041e-02
1.670000000000000000e+02,2.688000000000000000e+08,9.383908484042105536e-02
1.680000000000000000e+02,2.688000000000000000e+08,9.385371174953799356e-02
1.690000000000000000e+02,2.688000000000000000e+08,9.386825185156152940e-02
1.700000000000000000e+02,2.688000000000000000e+08,9.388270617077314195e-02
1.710000000000000000e+02,2.688000000000000000e+08,9.389707571343151871e-02
1.720000000000000000e+02,2.688000000000000000e+08,9.391136146819295538e-02
1.730000000000000000e+02,2.688000000000000000e+08,9.392556440651957106e-02
1.740000000000000000e+02,2.688000000000000000e+08,9.393968548307560229e-02
1.750000000000000000e+02,2.688000000000000000e+08,9.395372563611260885e-02
1.760000000000000000e+02,2.688000000000000000e+08,9.396768578784348014e-02
1.770000000000000000e+02,2.688000000000000000e+08,9.398156684480589440e-02
1.780000000000000000e+02,2.688000000000000000e+08,9.399536969821560561e-02
1.790000000000000000e+02,2.688000000000000000e+08,9.400909522430986320e-02
1.800000000000000000e+02,2.688000000000000000e+08,9.402274428468102019e-02
1.810000000000000000e+02,2.688000000000000000e+08,9.403631772660128729e-02
1.820000000000000000e+02,2.688000000000000000e+08,9.404981638333814731e-02
1.830000000000000000e+02,2.688000000000000000e+08,9.406324107446149829e-02
1.840000000000000000e+02,2.688000000000000000e+08,9.407659260614202601e-02
1.850000000000000000e+02,2.688000000000000000e+08,9.408987177144190195e-02
1.860000000000000000e+02,2.688000000000000000e+08,9.410307935059736284e-02
1.870000000000000000e+02,2.688000000000000000e+08,9.411621611129375453e-02
1.880000000000000000e+02,2.688000000000000000e+08,9.412928280893337329e-02
1.890000000000000000e+02,2.688000000000000000e+08,9.414228018689613231e-02
1.900000000000000000e+02,2.688000000000000000e+08,9.415520897679320600e-02
1.910000000000000000e+02,2.688000000000000000e+08,9.416806989871424893e-02
1.920000000000000000e+02,2.688000000000000000e+08,9.418086366146807831e-02
1.930000000000000000e+02,2.688000000000000000e+08,9.419359096281697263e-02
1.940000000000000000e+02,2.688000000000000000e+08,9.420625248970516952e-02
1.950000000000000000e+02,2.688000000000000000e+08,9.421884891848118782e-02
1.960000000000000000e+02,2.688000000000000000e+08,9.423138091511477910e-02
1.970000000000000000e+02,2.688000000000000000e+08,9.424384913540807818e-02
1.980000000000000000e+02,2.688000000000000000e+08,9.425625422520161889e-02
1.990000000000000000e+02,2.688000000000000000e+08,9.426859682057500689e-02
2.000000000000000000e+02,2.688000000000000000e+08,9.428087754804270748e-02
2.010000000000000000e+02,2.688000000000000000e+08,9.429309702474475419e-02
2.020000000000000000e+02,2.688000000000000000e+08,9.430525585863297477e-02
2.030000000000000000e+02,2.688000000000000000e+08,9.431735464865237395e-02
2.040000000000000000e+02,2.688000000000000000e+08,9.432939398491833882e-02
2.050000000000000000e+02,2.688000000000000000e+08,9.434137444888911206e-02
2.060000000000000000e+02,2.688000000000000000e+08,9.435329661353447639e-02
2.070000000000000000e+02,2.688000000000000000e+08,9.436516104350016476e-02
2.080000000000000000e+02,2.688000000000000000e+08,9.437696829526823206e-02
2.090000000000000000e+02,2.688000000000000000e+08,9.438871891731379082e-02
2.100000000000000000e+02,2.688000000000000000e+08,9.440041345025780573e-02
2.110000000000000000e+02,2.688000000000000000e+08,9.441205242701636302e-02
2.120000000000000000e+02,2.688000000000000000e+08,9.442363637294644285e-02
2.130000000000000000e+02,2.688000000000000000e+08,9.443516580598811105e-02
2.140000000000000000e+02,2.688000000000000000e+08,9.444664123680354684e-02
2.150000000000000000e+02,2.688000000000000000e+08,9.445806316891278143e-02
2.160000000000000000e+02,2.688000000000000000e+08,9.446943209882620318e-02
2.170000000000000000e+02,2.688000000000000000e+08,9.448074851617413450e-02
2.180000000000000000e+02,2.688000000000000000e+08,9.449201290383328622e-02
2.190000000000000000e+02,2.688000000000000000e+08,9.450322573805043647e-02
2.200000000000000000e+02,2.688000000000000000e+08,9.451438748856329231e-02
2.210000000000000000e+02,2.688000000000000000e+08,9.452549861871849257e-02
2.220000000000000000e+02,2.688000000000000000e+08,9.453655958558709882e-02
2.230000000000000000e+02,2.688000000000000000e+08,9.454757084007729684e-02
2.240000000000000000e+02,2.688000000000000000e+08,9.455853282704484997e-02
2.250000000000000000e+02,2.688000000000000000e+08,9.456944598540083236e-02
2.260000000000000000e+02,2.688000000000000000e+08,9.458031074821711404e-02
2.270000000000000000e+02,2.688000000000000000e+08,9.459112754282944513e-02
2.280000000000000000e+02,2.688000000000000000e+08,9.460189679093838899e-02
2.290000000000000000e+02,2.688000000000000000e+08,9.461261890870789615e-02
2.300000000000000000e+02,2.688000000000000000e+08,9.462329430686183818e-02
2.310000000000000000e+02,2.688000000000000000e+08,9.463392339077840443e-02
2.320000000000000000e+02,2.688000000000000000e+08,9.464450656058247258e-02
2.330000000000000000e+02,2.688000000000000000e+08,9.465504421123598078e-02
2.340000000000000000e+02,2.688000000000000000e+08,9.466553673262638469e-02
2.350000000000000000e+02,2.688000000000000000e+08,9.467598450965318546e-02
2.360000000000000000e+02,2.688000000000000000e+08,9.468638792231275081e-02
2.370000000000000000e+02,2.688000000000000000e+08,9.469674734578108211e-02
2.380000000000000000e+02,2.688000000000000000e+08,9.470706315049511048e-02
2.390000000000000000e+02,2.688000000000000000e+08,9.471733570223221654e-02
2.400000000000000000e+02,2.688000000000000000e+08,9.472756536218789047e-02
2.410000000000000000e+02,2.688000000000000000e+08,9.473775248705211538e-02
2.420000000000000000e+02,2.688000000000000000e+08,9.474789742908389101e-02
2.430000000000000000e+02,2.688000000000000000e+08,9.475800053618435581e-02
2.440000000000000000e+02,2.688000000000000000e+08,9.476806215196834082e-02
2.450000000000000000e+02,2.688000000000000000e+08,9.477808261583459126e-02
2.460000000000000000e+02,2.688000000000000000e+08,9.478806226303429505e-02
2.470000000000000000e+02,2.688000000000000000e+08,9.479800142473855662e-02
2.480000000000000000e+02,2.688000000000000000e+08,9.480790042810420537e-02
2.490000000000000000e+02,2.688000000000000000e+08,9.481775959633853557e-02
2.500000000000000000e+02,2.688000000000000000e+08,9.482757924876251965e-02
2.510000000000000000e+02,2.688000000000000000e+08,9.483735970087288358e-02
2.520000000000000000e+02,2.688000000000000000e+08,9.484710126440300260e-02
2.530000000000000000e+02,2.688000000000000000e+08,9.485680424738243688e-02
2.540000000000000000e+02,2.688000000000000000e+08,9.486646895419541259e-02
2.550000000000000000e+02,2.688000000000000000e+08,9.487609568563815099e-02
2.560000000000000000e+02,2.688000000000000000e+08,9.488568473897494859e-02
2.570000000000000000e+02,2.688000000000000000e+08,9.489523640799329973e-02
2.580000000000000000e+02,2.688000000000000000e+08,9.490475098305797830e-02
2.590000000000000000e+02,2.688000000000000000e+08,9.491422875116388436e-02
2.600000000000000000e+02,2.688000000000000000e+08,9.492366999598804422e-02
2.610000000000000000e+02,2.688000000000000000e+08,9.493307499794059745e-02
2.620000000000000000e+02,2.688000000000000000e+08,9.494244403421468748e-02
2.630000000000000000e+02,2.688000000000000000e+08,9.495177737883553348e-02
2.640000000000000000e+02,2.688000000000000000e+08,9.496107530270847530e-02
2.650000000000000000e+02,2.688000000000000000e+08,9.497033807366625502e-02
2.660000000000000000e+02,2.688000000000000000e+08,9.497956595651517453e-02
2.670000000000000000e+02,2.688000000000000000e+08,9.498875921308062853e-02
2.680000000000000000e+02,2.688000000000000000e+08,9.499791810225159672e-02
2.690000000000000000e+02,2.688000000000000000e+08,9.500704288002451148e-02
2.700000000000000000e+02,2.688000000000000000e+08,9.501613379954601535e-02
2.710000000000000000e+02,2.688000000000000000e+08,9.502519111115527439e-02
2.720000000000000000e+02,2.688000000000000000e+08,9.503421506242520911e-02
2.730000000000000000e+02,2.688000000000000000e+08,9.504320589820315635e-02
2.740000000000000000e+02,2.688000000000000000e+08,9.505216386065078182e-02
2.750000000000000000e+02,2.688000000000000000e+08,9.506108918928310447e-02
2.760000000000000000e+02,2.688000000000000000e+08,9.506998212100702117e-02
2.770000000000000000e+02,2.688000000000000000e+08,9.507884289015898494e-02
2.780000000000000000e+02,2.688000000000000000e+08,9.508767172854205862e-02
2.790000000000000000e+02,2.688000000000000000e+08,9.509646886546235800e-02
2.800000000000000000e+02,2.688000000000000000e+08,9.510523452776466213e-02
2.810000000000000000e+02,2.688000000000000000e+08,9.511396893986769074e-02
2.820000000000000000e+02,2.688000000000000000e+08,9.512267232379839621e-02
2.830000000000000000e+02,2.688000000000000000e+08,9.513134489922593640e-02
2.840000000000000000e+02,2.688000000000000000e+08,9.513998688349495358e-02
2.850000000000000000e+02,2.688000000000000000e+08,9.514859849165820116e-02
2.860000000000000000e+02,2.688000000000000000e+08,9.515717993650865680e-02
2.870000000000000000e+02,2.688000000000000000e+08,9.516573142861109447e-02
2.880000000000000000e+02,2.688000000000000000e+08,9.517425317633307347e-02
2.890000000000000000e+02,2.688000000000000000e+08,9.518274538587545575e-02
2.900000000000000000e+02,2.688000000000000000e+08,9.519120826130228474e-02
2.910000000000000000e+02,2.688000000000000000e+08,9.519964200457016468e-02
2.920000000000000000e+02,2.688000000000000000e+08,9.520804681555729287e-02
2.930000000000000000e+02,2.688000000000000000e+08,9.521642289209182597e-02
2.940000000000000000e+02,2.688000000000000000e+08,9.522477042997977426e-02
2.950000000000000000e+02,2.688000000000000000e+08,9.523308962303257685e-02
2.960000000000000000e+02,2.688000000000000000e+08,9.524138066309395523e-02
2.970000000000000000e+02,2.688000000000000000e+08,9.524964374006662793e-02
2.980000000000000000e+02,2.688000000000000000e+08,9.525787904193824818e-02
2.990000000000000000e+02,2.688000000000000000e+08,9.526608675480720267e-02
3.000000000000000000e+02,2.688000000000000000e+08,9.527426706290770264e-02
3.010000000000000000e+02,2.688000000000000000e+08,9.528242014863474996e-02
3.020000000000000000e+02,2.688000000000000000e+08,9.529054619256843717e-02
3.030000000000000000e+02,2.688000000000000000e+08,9.529864537349796993e-02
3.040000000000000000e+02,2.688000000000000000e+08,9.530671786844525928e-02
3.050000000000000000e+02,2.688000000000000000e+08,9.531476385268816687e-02
3.060000000000000000e+02,2.688000000000000000e+08,9.532278349978334786e-02
3.070000000000000000e+02,2.688000000000000000e+08,9.533077698158864965e-02
3.080000000000000000e+02,2.688000000000000000e+08,9.533874446828527471e-02
3.090000000000000000e+02,2.688000000000000000e+08,9.534668612839947155e-02
3.100000000000000000e+02,2.688000000000000000e+08,9.535460212882401754e-02
3.110000000000000000e+02,2.688000000000000000e+08,9.536249263483913274e-02
3.120000000000000000e+02,2.688000000000000000e+08,9.537035781013324109e-02
3.130000000000000000e+02,2.688000000000000000e+08,9.537819781682337072e-02
3.140000000000000000e+02,2.688000000000000000e+08,9.538601281547523514e-02
3.150000000000000000e+02,2.688000000000000000e+08,9.539380296512281476e-02
3.160000000000000000e+02,2.688000000000000000e+08,9.540156842328795239e-02
3.170000000000000000e+02,2.688000000000000000e+08,9.540930934599935187e-02
3.180000000000000000e+02,2.688000000000000000e+08,9.541702588781143801e-02
3.190000000000000000e+02,2.688000000000000000e+08,9.542471820182286957e-02
3.200000000000000000e+02,2.688000000000000000e+08,9.543238643969476076e-02
3.210000000000000000e+02,2.688000000000000000e+08,9.544003075166854200e-02
3.220000000000000000e+02,2.688000000000000000e+08,9.544765128658379283e-02
3.230000000000000000e+02,2.688000000000000000e+08,9.545524819189551979e-02
3.240000000000000000e+02,2.688000000000000000e+08,9.546282161369119834e-02
3.250000000000000000e+02,2.688000000000000000e+08,9.547037169670787027e-02
3.260000000000000000e+02,2.688000000000000000e+08,9.547789858434845012e-02
3.270000000000000000e+02,2.688000000000000000e+08,9.548540241869828138e-02
3.280000000000000000e+02,2.688000000000000000e+08,9.549288334054116534e-02
3.290000000000000000e+02,2.688000000000000000e+08,9.550034148937516787e-02
3.300000000000000000e+02,2.688000000000000000e+08,9.550777700342828747e-02
3.310000000000000000e+02,2.688000000000000000e+08,9.551519001967381794e-02
3.320000000000000000e+02,2.688000000000000000e+08,9.552258067384540585e-02
3.330000000000000000e+02,2.688000000000000000e+08,9.552994910045209398e-02
3.340000000000000000e+02,2.688000000000000000e+08,9.553729543279292080e-02
3.350000000000000000e+02,2.688000000000000000e+08,9.554461980297140888e-02
3.360000000000000000e+02,2.688000000000000000e+08,9.555192234190985900e-02
3.370000000000000000e+02,2.688000000000000000e+08,9.555920317936329733e-02
3.380000000000000000e+02,2.688000000000000000e+08,9.556646244393339484e-02
3.390000000000000000e+02,2.688000000000000000e+08,9.557370026308210920e-02
3.400000000000000000e+02,2.688000000000000000e+08,9.558091676314502128e-02
3.410000000000000000e+02,2.688000000000000000e+08,9.558811206934463012e-02
3.420000000000000000e+02,2.688000000000000000e+08,9.559528630580338415e-02
3.430000000000000000e+02,2.688000000000000000e+08,9.560243959555655979e-02
3.440000000000000000e+02,2.688000000000000000e+08,9.560957206056483471e-02
3.450000000000000000e+02,2.688000000000000000e+08,9.561668382172683334e-02
3.460000000000000000e+02,2.688000000000000000e+08,9.562377499889143651e-02
3.470000000000000000e+02,2.688000000000000000e+08,9.563084571086982733e-02
3.480000000000000000e+02,2.688000000000000000e+08,9.563789607544746774e-02
3.490000000000000000e+02,2.688000000000000000e+08,9.564492620939596401e-02
3.500000000000000000e+02,2.688000000000000000e+08,9.565193622848447430e-02
3.510000000000000000e+02,2.688000000000000000e+08,9.565892624749137985e-02
3.520000000000000000e+02,2.688000000000000000e+08,9.566589638021534558e-02
3.530000000000000000e+02,2.688000000000000000e+08,9.567284673948657503e-02
3.540000000000000000e+02,2.688000000000000000e+08,9.567977743717775985e-02
3.550000000000000000e+02,2.688000000000000000e+08,9.568668858421477963e-02
3.560000000000000000e+02,2.688000000000000000e+08,9.569358029058747106e-02
3.570000000000000000e+02,2.688000000000000000e+08,9.570045266536013340e-02
3.580000000000000000e+02,2.688000000000000000e+08,9.570730581668172865e-02
3.590000000000000000e+02,2.688000000000000000e+08,9.571413985179627604e-02
3.600000000000000000e+02,2.688000000000000000e+08,9.572095487705288563e-02
3.610000000000000000e+02,2.688000000000000000e+08,9.572775099791556996e-02
3.620000000000000000e+02,2.688000000000000000e+08,9.573452831897315274e-02
3.630000000000000000e+02,2.688000000000000000e+08,9.574128694394890005e-02
3.640000000000000000e+02,2.688000000000000000e+08,9.574802697571001275e-02
3.650000000000000000e+02,2.688000000000000000e+08,9.575474851627710504e-02
3.660000000000000000e+02,2.688000000000000000e+08,9.576145166683336374e-02
3.670000000000000000e+02,2.688000000000000000e+08,9.576813652773370766e-02
3.680000000000000000e+02,2.688000000000000000e+08,9.577480319851389146e-02
3.690000000000000000e+02,2.688000000000000000e+08,9.578145177789929021e-02
3.700000000000000000e+02,2.688000000000000000e+08,9.578808236381376739e-02
3.710000000000000000e+02,2.688000000000000000e+08,9.579469505338822355e-02
3.720000000000000000e+02,2.688000000000000000e+08,9.580128994296922829e-02
3.730000000000000000e+02,2.688000000000000000e+08,9.580786712812734696e-02
3.740000000000000000e+02,2.688000000000000000e+08,9.581442670366561998e-02
3.750000000000000000e+02,2.688000000000000000e+08,9.582096876362751481e-02
3.760000000000000000e+02,2.688000000000000000e+08,9.582749340130523874e-02
3.770000000000000000e+02,2.688000000000000000e+08,9.583400070924763536e-02
3.780000000000000000e+02,2.688000000000000000e+08,9.584049077926799776e-02
3.790000000000000000e+02,2.688000000000000000e+08,9.584696370245195107e-02
3.800000000000000000e+02,2.688000000000000000e+08,9.585341956916507145e-02
3.810000000000000000e+02,2.688000000000000000e+08,9.585985846906043550e-02
3.820000000000000000e+02,2.688000000000000000e+08,9.586628049108611438e-02
3.830000000000000000e+02,2.688000000000000000e+08,9.587268572349259832e-02
3.840000000000000000e+02,2.688000000000000000e+08,9.587907425383994375e-02
3.850000000000000000e+02,2.688000000000000000e+08,9.588544616900508688e-02
3.860000000000000000e+02,2.688000000000000000e+08,9.589180155518883808e-02
3.870000000000000000e+02,2.688000000000000000e+08,9.589814049792297346e-02
